,LastUpdate,Country,Category,Indicator (text in app),Cod.Category,Cod.Indicator,value,comment
117,2020-11-09 14:32:00,NOR,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,From 15/7/20 no medical certificate or negative test is required.
118,2020-10-23 11:40:00,NOR,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
119,2020-11-13 10:49:00,NOR,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Entry from EU Member States + Schengen Associated countries is allowed without restrictions, unless a country or region is defined as high transmission area. The Norwegian Institute of Public Health provides a <strong><a href=""https://www.fhi.no/en/op/novel-coronavirus-facts-advice/facts-and-general-advice/travel-advice-COVID19/#areas-with-sufficiently-low-transmission"" target=""_blank"" rel=""noopener"">map of affected areas</a></strong>, which is updated regularly.</p><p>All travellers entering Norway from countries or regions that are defined as high transmission areas will have to quarantine for 10 days in a designated hotel.&nbsp;This requirement does not apply to people who reside in Norway or own a home or holiday home in Norway as well as a suitable place to stay during the quarantine period.</p><p>The requirements for quarantine do not apply to travellers who are resident in a EU+ country with fewer than <strong>20 cases per 100,000 inhabitants</strong> during the last two weeks, and fewer than <strong>5 per cent positive tests on average</strong> per week over the last two weeks. In addition there is a comprehensive assessment, based on trends in infection rate and other relevant information. Assessments are made at a regional level when it is possible.</p><p><strong><a href=""https://www.fhi.no/en/op/novel-coronavirus-facts-advice/facts-and-general-advice/travel-advice-COVID19/#areas-with-sufficiently-low-transmission"" target=""_blank"" rel=""noopener"">Map with risk classification</a></strong><br />If you arrive from a ""<strong>low-risk</strong>"" area, you are exempt from quarantine.<br />If you arrive from a ""<strong>high-risk</strong>"" or ""<strong>striped</strong>"" area, quarantine is mandatory. <br />Striped areas are not evaluated or there are insufficient data about the infection rates.</p><p>Furthermore, people coming from high-risk or striped areas must provide a&nbsp;<strong>certificate of a negative COVID-19 test</strong> taken no more than 72 hours before entry.&nbsp;The certificate must be in Norwegian, Swedish, Danish, English, French or German.&nbsp;Foreign nationals who cannot document a negative Covid-19 test upon arrival can be refused entry to Norway. <a href=""https://www.regjeringen.no/en/aktuelt/requirement-of-negative-covid-19-test-to-enter-norway2/id2784134/"" target=""_blank"" rel=""noopener"">Some exceptions</a> may occur as well.&nbsp;</p>"
120,2021-05-06 09:33:00,POL,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Poland adopts its own national classification of risk areas, hence travel restrictions for Poland are not based on the common ""EU Traffic Lights"" map.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>The test must be taken within <strong>48 hours prior to arrival</strong>.</p><p>Accepted tests: PCR, antigen</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers arriving in Poland by plane, bus, or other means of public transport, who do not provide a pre-departure negative COVID-19 test (PCR or antigen), are required to quarantine for <strong>10 days</strong>, counting from the day following the day of entry.</p><p>In addition, all travellers returning from the Czech Republic and Slovakia - also those who cross the border by car - must quarantine for 10 days.</p><p>The quarantine period may be ended by taking a PCR test after arrival. If the result of this test is negative, the period of quarantine can end.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> <strong> Provisions for vaccinated people</strong><br /><br />Travellers who have been vaccinated for COVID-19 are exempted from compulsory quarantine (a certificate of vaccination is needed).</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.gov.pl/web/koronawirus/informacje-dla-podrozujacych"" target=""_blank"" rel=""noopener"">Travel information</a> (in Polish)<br /><a href=""https://www.gov.pl/web/koronawirus/od-30-marca-nowe-zasady-dotyczace-kwarantanny-dla-przyjezdzajacych-do-polski3"" target=""_blank"">Quarantine rules from 30 March</a> (in Polish)</p>"
121,2020-10-21 20:15:00,POL,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
122,2020-10-29 09:32:00,POL,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>As of As of 24.10.2020, the entire territory of Poland is classified as a red zone and stricter measures are in place.</p>"
123,2020-12-17 15:49:00,POL,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,WL,"<p>The obligation to undergo quarantine is imposed on persons crossing the borders of the Republic of Poland that are also the external borders of the EU, when travelling to their place of residence or stay. Travellers crossing the internal EU borders of the Republic of Poland do not have to undergo a mandatory quarantine.</p><p><br />Further information is available at: <a href=""https://www.gov.pl/web/coronavirus/temporary-limitations"" target=""_blank"" rel=""noopener"">Coronavirus: temporary limitations</a></p>"
124,2021-05-06 09:33:00,POL,Info,National website about COVID situation,1,7,,"<p><a href=""https://www.gov.pl/web/coronavirus"" target=""_blank"" rel=""noopener"">Info Covid-19</a></p>"
125,2021-05-06 09:33:00,PRT,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Portugal adopts its own national classification of risk areas, hence travel restrictions for Portugal are not based on the common ""EU Traffic Lights"" map.</p><p>From 1 May, road traffic between Portugal and Spain is possible again without restrictions.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to departure</strong>.</p><p>Children aged 2 and under are exempted.<br /><br />More details are available at <a title=""www.sef.pt"" href=""https://imigrante.sef.pt/en/covid-19/faqs/#1613416901602-dc3c0f7a-b3f2"" target=""_blank"" rel=""noopener"">www.sef.pt</a></p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers from high-risk countries (with an incidence rate of 500 cases or more per 100,000 inhabitants in the last 14 days) must complete a <strong>14-day isolation period</strong> after entry to mainland Portugal. Isolation should take place either at home or at a place indicated by the health authorities.</p><p>Isolation does not apply to passengers on essential travel and whose length of stay in the national territory, certified by a return ticket, does not exceed 48 hours.</p><p>More details are available at <a title=""www.sef.pt"" href=""https://imigrante.sef.pt/en/covid-19/faqs/#1613416901602-dc3c0f7a-b3f2"" target=""_blank"" rel=""noopener"">www.sef.pt</a></p><p>&nbsp;</p><p><strong>Specific measures for Madeira and Azores</strong></p><p>Passengers flying to the <strong>Madeira</strong> archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival. Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"" target=""_blank"" rel=""noopener"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"" target=""_blank"" rel=""noopener"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"" target=""_blank"" rel=""noopener"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"" target=""_blank"" rel=""noopener"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"" target=""_blank"" rel=""noopener"">FR</a></p><p>Specific measures for <strong>Azores </strong>archipelago: Passengers travelling to the Autonomous Region of the Azores by air from areas considered by the World Health Organization to be zones of active community transmission are required to present, prior to boarding, proof of a negative result to a Covid-19 test.</p><p>Accepted test: RT-PCR test taken <strong>within 72 hours before departure</strong>. The document issued by the laboratory that performs the SARS-CoV-2 diagnostic test must contain the identification of the person tested, the laboratory, the date of the test and the result of the test.</p><p>This requirement does not apply to passengers aged 12 years or less and to exceptional humanitarian situations authorized by the Regional Health Authority.</p><p>More information for the Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"" target=""_blank"" rel=""noopener"">DestinoSeguro.azores.gov.pt</a></p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://imigrante.sef.pt/en/covid-19/faqs/#1596230859073-a1cdfe6a-4ada"" target=""_blank"" rel=""noopener"">Portuguese Immigration Service website FAQs</a><br /><a href=""https://www.visitportugal.com/en/node/421175"" target=""_blank"" rel=""noopener"">www.visitportugal.com</a></p>"
126,2020-12-17 15:49:00,PRT,Travel,May I enter this country without a medical certificate or a negative test?,2,11,WL,"<p>Travellers arriving from: EU Member States and Schengen Associated countries, as well as Australia, China, Singapore, South Korea, Japan, New Zealand, Rwanda, Thailand, and Uruguay, <strong>do not need to present a COVID-19 test</strong>, unless their destinations are the archipelagos of Madeira or the Azores.<br /><br />From any other country, entry to Portugal is allowed only for essential travel. In this case, passengers must present a negative test to COVID-19 (RT-PCR), carried out within 72 hours before departure. This test is not required for those who are in transit and do not have to leave the airport facilities.</p>
<p><br />Essential travel is defined as trips allowing the transit, entry into and departure from Portugal for the following persons:</p>
<p>- citizens of a European Union member state, Schengen Associated countries and their family members;<br />- citizens repatriated through consular assistance;<br />- third-country nationals travelling for professional purposes, study, family reunions, health and humanitarian reasons and under the reciprocity principle.<br />In essential travels, national and foreign citizens with legal residence in Portugal and also diplomatic personnel accredited in Portugal who, exceptionally, do not present the test, will have to do it on arrival, at the airport, and at their own expense. Foreign passengers who embark without the test performed, will be refused entry into national territory.<br /><br />Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br /><br /><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br /><br />Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a></p>"
127,2021-04-27 19:58:00,PRT,,May I enter this country by road?,7,6,WL,There are controls at the land border with Spain. Entry to Portugal is only allowed for exceptional cases. 
128,2021-04-01 15:00:00,PRT,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,Between 26 March and 5 April it is prohibited to travel between muncipalities.
129,2020-12-17 15:49:00,PRT,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,WL,"Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a>"
130,2021-05-06 09:33:00,PRT,Info,National website about COVID situation,1,7,,"<a href=""https://covid19.min-saude.pt/"">Info Coronavirus</a>"
131,2021-05-06 09:33:00,ROU,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Romania adopts its <a href=""https://www.cnscbt.ro/index.php/liste-zone-afectate-covid-19/"" target=""_blank"" rel=""noopener"">own national classification of risk areas</a>, hence travel restrictions for Romania are not based on the common ""EU Traffic Lights"" map.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers from high-risk countries are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>.</p><p>Children aged 3 and under are exempted.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> <strong> Provisions for vaccinated people</strong><br /><br />Travellers who have received their final vaccination for COVID-19 more than 10 days ago, are exempt from quarantine. It is required to show proof of vaccination, including the dates.</p><p>Also, travellers that have been confirmed positive for SARS-CoV-2 disease in the last 90 days prior to entry into the country are exempt. Proof must be provided in the form of medical documents (positive PCR test at the date of diagnosis, hospital discharge ticket or test that proves the presence of IgG antibodies performed no more than 14 days before entry into the country).</p><p><strong>Is a quarantine required?</strong></p><p>Travellers coming from <a href=""https://www.cnscbt.ro/index.php/liste-zone-afectate-covid-19/"" target=""_blank"" rel=""noopener"">countries or areas that are considered at high epidemiological risk</a> will also be subject to a <strong>14-day quarantine</strong>.</p><p>The quarantine must take place at the person's home, at a declared location or, as the case may be, at a dedicated location designated by the authorities.</p><p>The quarantine period may be shortened by taking a second RT-PCR test no less than 8 days after arrival. If the result of this test is negative, the period of quarantine can end on day 10.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> <strong> Provisions for vaccinated people</strong><br /><br />Travellers who have received their final vaccination for COVID-19 more than 10 days ago, are exempt from quarantine. It is required to show proof of vaccination, including the dates.</p><p>Also, travellers that have been confirmed positive for SARS-CoV-2 disease in the last 90 days prior to entry into the country are exempt. Proof must be provided in the form of medical documents (positive PCR test at the date of diagnosis, hospital discharge ticket or test that proves the presence of IgG antibodies performed no more than 14 days before entry into the country).</p><p>Travellers who remain in Romania for less than 3 days (72 hours) and present a negative test for SARS-CoV-2, performed no more than 48 hours before entering the national territory, are exempted from the obligation to quarantine.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>No additional documentation required.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://stirioficiale.ro/informatii"" target=""_blank"" rel=""noopener"">General information</a><br /><a href=""https://www.cnscbt.ro/"" target=""_blank"" rel=""noopener"">National health institute</a></p><p class=""border"">&nbsp;</p><p>&nbsp;</p>"
132,2020-10-23 11:40:00,ROU,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
133,2021-05-06 09:33:00,ROU,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"There is a curfew between 20.00 or 22.00 and 05.00. Local and regional differences in times and days apply. Also, there are restrictions related to zonal quarantines, meaning you can transit these areas, but you are not allowed to stop."
134,2020-11-13 10:49:00,ROU,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>The quarantine measure applies to all persons arriving from an international journey from countries / areas with high epidemiological risk and who have the right to enter the national territory, respectively: <strong>Romanian citizens</strong>, <strong>citizens of European Union Member States</strong>, <strong>European Economic Area</strong> or the <strong>Swiss Confederation</strong>, and persons who fall under one of the exceptions provided by Decree no. 553 of 15.07.2020, Annex 3, art. 2, paragraph 2, letters a) - l).</p><p>The quarantine must take place at the person's home, at a declared location or, as the case may be, at a dedicated location designated by the authorities.</p><p>Travellers who&nbsp;remain in Romania for less than 3 days (72 hours) and present a negative test for SARS-CoV-2, performed no more than 48 hours before entering the national territory, are exempted from the obligation to self-isolate.</p><p>The quarantine may be reduced to 10 days if a test for SARS-CoV-2, performed on the 8th day of quarantine, provides a negative result.</p><h3>Find out more:</h3><p><a href=""http://www.cnscbt.ro/index.php/liste-zone-afectate-covid-19/2052-lista-state-cu-risc-epidemiologic-ridicat-26-10-2020/file"" target=""_blank"" rel=""noopener"">List of affected areas</a></p><p><a href=""http://www.mae.ro/node/51759"" target=""_blank"" rel=""noopener"">List of countries imposing restrictions on travellers coming from Romania</a></p><p><a href=""http://www.mae.ro/node/51982"" target=""_blank"" rel=""noopener"">Travel warnings (Rest of the World)</a></p><p>&nbsp;</p>"
135,2021-05-06 09:33:00,ROU,Info,National website about COVID situation,1,7,,"<p><a href=""http://www.ms.ro/"" target=""_blank"" rel=""noopener"">Info on Covid-19</a></p>"
136,2021-05-06 09:33:00,SVK,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Slovakia adopts <a href=""https://korona.gov.sk/en/travelling-to-slovakia-and-covid19/#safe-countries"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Slovakia are not based on the common ""EU Traffic Lights"" map.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>All travellers arriving by land or air must complete a <strong>14-day quarantine</strong>.</p><p>The quarantine period may be shortened by taking an RT-PCR test no less than 8 days after arrival. If the result of this test is negative, the period of quarantine can end.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" />Vaccinated people and persons who have recovered from COVID-19 do not have to wait 8 days and may undergo the RT-PCR test at any time after their arrival.</p><p>Children under the age of 10 will have to stay in isolation as long as the other members of their common household are in quarantine.</p><p>Exceptions to the quarantine rule apply to commuters working in neighbouring countries (within 100 km from the border), citizens of the Slovak Republic who live in the territory of a neighbouring country within 100 km from an open border crossing point, students, caregivers, people employed in the cultural sector, the media and the like, as well as employees of diplomatic missions and international organisations enjoying diplomatic immunity.</p><p>All above-stated groups are required to present a negative result of an antigenic or PCR test, not older than 7 days, each time they enter Slovakia.</p><p>A detailed list of exceptions is available at: <a href=""https://korona.gov.sk/en/travelling-to-slovakia-and-covid19/"" target=""_blank"" rel=""noopener"">Travel to the Slovak Republic</a></p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>Travellers from EU or Schengen Associated countries, who have either:</p><ul><li>recovered from COVID-19 within the last 180 days</li><li>or been vaccinated against Covid-19, with their second dose received more than 14 ago in the case of mRNA vaccines (Pfizer/BioNTech and Moderna), or their first dose received more than 4 weeks ago in the case of vector vaccines (AstraZeneca)</li></ul><p>can enter Slovakia if they present a negative Covid-19 <strong>antigen test no older than 48 hours</strong> or of a negative <strong>RT-PCR test no older than 72 hours</strong>.</p><p>Additionally, they will have to quarantine until they take a second test, at their expenses, and they result negative again.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>All travellers are obliged to register at <a href=""https://korona.gov.sk/en/ehranica/"" target=""_blank"" rel=""noopener"">korona.gov.sk/ehranica</a> before arriving in Slovakia. Air travellers must also fill in a <a href=""https://www.mindop.sk/covid/forms/edit/b8c8f132ecc375cf554b330056885e42226c"" target=""_blank"" rel=""noopener"">Passenger Locator Form</a>.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://korona.gov.sk/en/travelling-to-slovakia-and-covid19/"" target=""_blank"" rel=""noopener"">https://korona.gov.sk/en/travelling-to-slovakia-and-covid19/</a><strong><br /></strong><a href=""https://www.mzv.sk/web/en/covid-19"" target=""_blank"" rel=""noopener"">https://www.mzv.sk/web/en/covid-19</a><br /><br /></p>"
137,2020-12-17 15:49:00,SVK,Travel,May I enter this country without a medical certificate or a negative test?,2,11,WL,
138,2020-11-02 16:45:00,SVK,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>As of 24.10.2020, a partial lockdown and partial curfew (apart between 1:00 and 5:00) are in place, with some exceptions. The following activities are still allowed:&nbsp;</p><p>-&nbsp;trips to work and groceries;</p><p>- walks in parks;</p><p>- medical visits.</p><p>Stricter curfew measures are imposed in <strong>Orava</strong> and <strong>Bardejov</strong> regions.</p></p><h3>Find out more:</h3><p><a href=""https://korona.gov.sk/zakaz-vychadzania/"" target=""_blank"" rel=""noopener"">Curfew</a></p>"
139,2020-12-17 15:49:00,SVK,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,WL,
140,2021-05-06 09:33:00,SVK,Info,National website about COVID situation,1,7,,"<p><a href=""https://korona.gov.sk/en/"" target=""_blank"" rel=""noopener"">korona.gov.sk</a></p>"
141,2021-05-06 09:33:00,SVN,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Slovenia adopts its own national classification of risk areas, hence travel restrictions for Slovenia are not based on the common ""EU Traffic Lights"" map.</p><p>Travellers from countries that are NOT explicitly named on the <a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/border-crossing/"" target=""_blank"" rel=""noopener"">""red"" list</a> can enter Slovenia without quarantine or negative test result requirement. A person is considered to be coming from a country if he/she has stayed in that country continuously for 14 days before entering Slovenia (which can be proven by a proper certificate).</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>Travellers from countries on the <a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/border-crossing/"" target=""_blank"" rel=""noopener"">""red"" list</a> are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.<br />The test must be taken within <strong>48 hours prior to arrival</strong> (PCR).</p><p>All tests must be performed in an EU Member State or Schengen Associated Country by a recognised institution (a list is <a href=""https://www.nlzoh.si/en/about-us/news/48-novice2/552-novica-75"">published on the National Laboratory of Health, Environment and Food website</a>).</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> <strong> Provisions for vaccinated people</strong><br /><br />Travellers that have proof of vaccination against COVID-19 are exempt from quarantine. It is required that the vaccination took place in a EU+ country and that the second dose has been administered at least:</p><ul><li class=""border"">7 days before arrival for Biontech/Pfizer,</li><li class=""border"">14 days before arrival for Moderna,</li><li class=""border"">21 days before arrival for AstraZeneca.</li></ul><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers from countries on the <a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/border-crossing/"" target=""_blank"" rel=""noopener"">""red"" list</a> who do not provide a pre-departure negative COVID-19 test must complete a <strong>10-day quarantine</strong>.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.policija.si/enterslovenia/en"" target=""_blank"" rel=""noopener"">EnterSlovenia</a> web application<br /><a href=""https://www.policija.si/eng/newsroom/news-archive/103470-crossing-the-state-border-during-the-coronavirus-epidemic"" target=""_blank"" rel=""noopener"">Police Website</a></p>"
142,2020-12-17 15:49:00,SVN,Travel,May I enter this country without a medical certificate or a negative test?,2,11,WL,"<p>The requirement of a medical certificate proving that you tested negative for SARS-CoV-2 is applicable to persons that enter Slovenia as an exception to the general guidelines related to countries not <a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/border-crossing/"" target=""_blank"" rel=""noopener"">considered epidemiologically safe.</a></p><p>People entering the Republic of Slovenia, who are a resident of a country that is considered epidemiologically unsafe, or who arrive from that country, are required to stay in quarantine for a period of ten days.</p><p>The quarantine shall not be ordered if a person, when crossing the border, submits a medical certificate proving that they have tested negative for SARS-CoV-2 (COVID-19). The test result should not be older than 48 hours. The test must be performed in a EU member state, in a Schengen Associated country, by an organisation or individual recognised as suitable and credible. A list with credible organisations <a href=""https://www.nlzoh.si/en/about-us/news/48-novice2/552-novica-75"" target=""_blank"" rel=""noopener"">has been published on the National Laboratory of Health, Environment and Food website</a>.Tests made by the mentioned institutions in third countries will be recognised.</p>"
143,2020-11-07 11:31:00,SVN,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>The Government of the Republic of Slovenia has decided to adopt certain measures on a nationwide level, while others will be implemented selectively as per the situation in individual regions.</p><p>Regions are categorised as &ldquo;red&rdquo; and &ldquo;orange&rdquo;.</p><p>Of the 12 statistical regions, currently 9 <strong>exceed the number of infections per 14-day incidence rate</strong>, which means that there are more than 140 infected persons per 100,000 inhabitants in the last 14 days in an individual region. These regions are categorised as red.</p><p><strong>Red regions include</strong>: Central Slovenia (including Ljubljana), Gorenjska, Koro&scaron;ka, Zasavje, Posavje, Savinja, South-eastern Slovenia, Pomurska, and Podravska.</p><p>Residents in a red zone may not travel outside of that zone. Exceptions include travel abroad, travel between properties you own, work, care for a family member, and access to health institutions.</p><p>Residents of an orange zone may travel to a red zone, but it is discouraged.</p><p>For the regions on the red list, also the following measures will enter into force on Friday 16.10.2020 (after publication in the Official Gazette):</p><p>- temporary prohibition of all events and gatherings of more than 10 persons</p><p>- limitation of certain service activities</p><p>- limitation of certain sports activities;</p><p>- mandatory use of protective face masks, including outdoors, with prescribed exceptions.</p>"
144,2020-12-17 15:49:00,SVN,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,WL,"<p><strong>A 10-day quarantine</strong> rule applies to all travellers arriving in Slovenia from countries with an <a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/border-crossing/"" target=""_blank"" rel=""noopener"">unstable epidemiological situation</a>,<strong> irrespective of their citizenship or residence</strong>.</p>"
145,2021-05-06 09:33:00,SVN,Info,National website with COVID-related inofrmation for TRANSPORT,1,6,,"For COVID-19 border crossing procedures, contact the Police: 00386 1 514 70 01; info.koronavirus@policija.si<br><a href=""https://www.promet.si/portal/en/1traffic-conditions.aspx"">Traffic Informatgion Centre</a>"
146,2021-05-06 09:33:00,SVN,Info,National website about COVID situation,1,7,,"<a href=""https://www.gov.si/en/topics/coronavirus-disease-covid-19/"">Info Coronavirus</a>"
